cnp;produto;gh_ou_hmr3;laboratorio;desconto;pva;pvp;iva_valor
6319483;SINOMARIN INFANTIL 100ML + 25ML;H01.3.1. - Preparações nasais de água do mar;AZEVEDOS;0,3333;6,72;9,5;
5190822;SINVASTATINA AZEVEDOS 20MG 60 CPR ;GH0128 - Sinvastatina | A101 | Oral | 20 mg | [21-60];AZEVEDOS;0,55;4,43;6,0;0,06
5755822;SINVASTATINA+EZETIMIBA AZV 10MG+10MG 14 COMP;GH1120 - Sinvastatina + Ezetimiba | A101 | Oral | 10 mg + 10 mg | [1-20] unidades;AZEVEDOS;0,6167;4,78;6,4;0,06
5755830;SINVASTATINA+EZETIMIBA AZV 10MG+10MG 28 COMP;GH1121 - Sinvastatina + Ezetimiba | A101 | Oral | 10 mg + 10 mg | [21-60] unidades;AZEVEDOS;0,55;8,56;12,4;0,06
5756069;SINVASTATINA+EZETIMIBA AZV 20MG+10MG 28 COMP;GH1122 - Sinvastatina + Ezetimiba | A101 | Oral | 20 mg + 10 mg | [21-60] unidades;AZEVEDOS;0,55;8,68;12,53;0,06
5756473;SINVASTATINA+EZETIMIBA AZV 40MG+10MG 28 COMP;GH1123 - Sinvastatina + Ezetimiba | A101 | Oral | 40 mg + 10 mg | [21-60] unidades;AZEVEDOS;0,55;8,75;12,61;0,06
5746235;TADALAFIL AZEVEDOS 10MG 12 COMP;GH0000 - Sem Grupo Homogéneo;AZEVEDOS;0,6166999999999999;35,53;48,0;0,06
5684956;TADALAFIL AZEVEDOS 10MG 4 CPR;GH0000 - Sem Grupo Homogéneo;AZEVEDOS;0,6166999999999999;13,56;19,54;0,06
5746243;TADALAFIL AZEVEDOS 20MG 12 COMP;GH0000 - Sem Grupo Homogéneo;AZEVEDOS;0,6166999999999999;35,53;48,0;0,06
5684964;TADALAFIL AZEVEDOS 20MG 4 CPR;GH0000 - Sem Grupo Homogéneo;AZEVEDOS;0,45;13,56;19,54;0,06
5684949;TADALAFIL AZEVEDOS 5MG 28 COMP;GH0000 - Sem Grupo Homogéneo;AZEVEDOS;0,6166999999999999;31,56;43,53;0,06
6205781;TASECTAN AZEVEDOS 250MG 20 SAQUETAS;H04.2.5. - Antidiarreicos;AZEVEDOS;0,1667;7,54;10,0;
6205799;TASECTAN AZEVEDOS 500MG 15 CAPSULAS;H04.2.5. - Antidiarreicos;AZEVEDOS;0,1667;8,3;11,0;
5367115;TELMISARTAN AZEVEDOS 20MG 28 COMP;GH0909 - Telmisartan | A101 | Oral | 20 mg | [21-60];AZEVEDOS;0,45;2,46;3,75;0,06
5367149;TELMISARTAN AZEVEDOS 40MG 28 COMP;GH0910 - Telmisartan | A101 | Oral | 40 mg | [21-60];AZEVEDOS;0,45;1,96;3,18;0,06
5367172;TELMISARTAN AZEVEDOS 80MG 28 COMP;GH0911 - Telmisartan | A101 | Oral | 80 mg | [21-60];AZEVEDOS;0,55;2,42;3,71;0,06
5012307;TRAMADOL AZEVEDOS 50MG 20 CAPS;GH0141 - Tramadol | A101 | Oral | 50 mg | [1-20];AZEVEDOS;0,6;1,66;2,83;0,06
9914721;VOMIDRINE 50MG 10 COMP.;H04.1.3. - Antiemético;AZEVEDOS;0,1667;3,05;4,3;
9914713;VOMIDRINE 50MG 20 COMP.;H04.1.3. - Antiemético;AZEVEDOS;0,1667;4,13;6,0;
5668462;VOMIDRINE DIRECT 10 COMP SUB;H04.1.3. - Antiemético;AZEVEDOS;0,1667;4,19;5,55;
5107214;ACARBOSE BLUEPHARMA 100MGX 50;GH0662 - Acarbose | A101 | Oral | 100 mg | [21-60];BLUEPHARMA;0,35;;;0,06
5107206;ACARBOSE BLUEPHARMA 50MGX 50;GH0660 - Acarbose | A101 | Oral | 50 mg | [21-60];BLUEPHARMA;0,35;8,54;13,66;0,06
5621628;ACETILCISTEÍNA BLUEPHARMA CP. EF. 600MG X 20;H01.1.1. - Expectorantes;BLUEPHARMA;0,5;10,3;16,48;
5657770;ACICLOVIR BLUEPHARMA 50 MG/G X 10 G CREME;H09.1.7. - Herpes;BLUEPHARMA;0,55;4,41;;
5657762;ACICLOVIR BLUEPHARMA 50 MG/G X 2 G CREME;H09.1.7. - Herpes;BLUEPHARMA;0,55;2,27;;
5701966;ÁCIDO ALENDRÓNICO + COLECALCIFEROL BLUEPHARMA 70 + 2800 X 4;GH1083 - Ácido alendrónico + Colecalciferol | A101 | Oral | 70 mg + 2800 U.I. | [1-4] unidades;BLUEPHARMA;0,6000000000000001;6,25;9,11;0,06
5688171;ÁCIDO ALENDRÓNICO + COLECALCIFEROL BLUEPHARMA 70MG+5600 U.I. X 4 ;GH1082 - Ácido alendrónico + Colecalciferol | A101 | Oral | 70 mg + 5600 U.I. | [1-4] unidades;BLUEPHARMA;0,6000000000000001;6,72;9,65;0,06
5045067;ÁCIDO ALENDRÓNICO BLUEPHARMA 70MGX  4;GH0449 - Ácido alendrónico | A101 | Oral | 70 mg | [1-4];BLUEPHARMA;0,55;5,49;8,24;0,06
5379524;ÁCIDO IBANDRÓNICO BLUEPHARMA 150 MG X 1;GH0851 - Ácido ibandrónico | A101 | Oral | 150 mg | [1];BLUEPHARMA;0,5;4,22;5,78;0,06
5716998;ALPRAZOLAM BLUEPHARMA 0,25MGX 60;GH0008 - Alprazolam | A101 | Oral | 0.25 mg | [21-60];BLUEPHARMA;0,5;2,54;3,85;0,06
5717095;ALPRAZOLAM BLUEPHARMA 0,5MGX 60;GH0010 - Alprazolam | A101 | Oral | 0.5 mg | [21-60];BLUEPHARMA;0,5;3,21;4,62;0,06
5717194;ALPRAZOLAM BLUEPHARMA 1MGX 60;GH0012 - Alprazolam | A101 | Oral | 1 mg | [21-60];BLUEPHARMA;0,5;3,9;5,41;0,06
5496583;ALPRAZOLAM BLUEPHARMA LM 0,5MGX 60;GH0469 - Alprazolam | A102 | Oral | 0.5 mg | [21-60];BLUEPHARMA;0,45;2,82;4,18;0,06
5496781;ALPRAZOLAM BLUEPHARMA LM 1MGX 60;GH0471 - Alprazolam | A102 | Oral | 1 mg | [21-60];BLUEPHARMA;0,45;3,8;5,3;0,06
5496989;ALPRAZOLAM BLUEPHARMA LM 2MGX 60;GH0473 - Alprazolam | A102 | Oral | 2 mg | [21-60];BLUEPHARMA;0,45;6,9;9,86;0,06
5129192;AMIODARONA BLUEPHARMA 200 MG X 60;GH0017 - Amiodarona | A101 | Oral | 200 mg | [21-60];BLUEPHARMA;0,35;4,44;6,03;0,06
5008081;AMLODIPINA BLUEPHARMA 10MGX 60;GH0147 - Amlodipina | A101 | Oral | 10 mg | [21-60];BLUEPHARMA;0,55;6,85;9,8;0,06
5007786;AMLODIPINA BLUEPHARMA 5MGX 60;GH0151 - Amlodipina | A101 | Oral | 5 mg | [21-60];BLUEPHARMA;0,55;4,81;6,46;0,06
5754023;AMLODIPINA+OLMESARTAN MEDOXOMILO BLUEPHARMA 5 MG + 20 MG X 56;GH1142 - Amlodipina + Olmesartan medoxomilo | A101 | Oral | 5 mg + 20 mg | [21-60] unidades;BLUEPHARMA;0,5;9,15;14,59;0,06
5400379;AMOROLFINA BLUEPHARMA 50MG/ML X 5ML;H09.2.1. - Antifúngico Unhas;BLUEPHARMA;0,45;12,53;18,45;
5782420;AMOXICILINA + ÁCIDO CLAVULÂNICO BLUEPHARMA 500+125MGX 16;GH0020 - Amoxicilina + Ácido clavulânico | A101 | Oral | 500 mg + 125 mg | [1-16];BLUEPHARMA;0,25;2,51;3,82;0,06
5782438;AMOXICILINA + ÁCIDO CLAVULÂNICO BLUEPHARMA 875+125MGX 16;GH0153 - Amoxicilina + Ácido clavulânico | A101 | Oral | 875 mg + 125 mg | [1-16];BLUEPHARMA;0,45;4,37;5,95;0,06
5789946;AMOXICILINA+ ÁCIDO CLAVULÂNICO BLUEPHARMA 125MG/5ML + 31,25MG/5ML /100ML;Sem registo HMR;BLUEPHARMA;0,1;1,81;3,02;
5789979;AMOXICILINA+ ÁCIDO CLAVULÂNICO BLUEPHARMA 250MG/5ML + 62,5MG/5ML /100ML;GH0019 - Amoxicilina + Ácido clavulânico | A112 | Oral | 250 mg/5 ml + 62.5 mg/5 ml | >74;BLUEPHARMA;0,1;2,4;3,69;0,06
6214759;AQUA MARIS FORTE SOL. HIP. SPR. 30MLX 1;H01.3.1. - Preparações nasais de água do mar;BLUEPHARMA;0,45;3,19;;
6214742;AQUA MARIS SOL. ISOT. SPR. 30MLX 1;H01.3.1. - Preparações nasais de água do mar;BLUEPHARMA;0,45;3,04;;
5913983;ATENOLOL BLUEPHARMA 100MGX 60;GH0023 - Atenolol | A101 | Oral | 100 mg | [21-60];BLUEPHARMA;0,55;5,3;8,02;0,06
5913884;ATENOLOL BLUEPHARMA 50MGX 60;GH0027 - Atenolol | A101 | Oral | 50 mg | [21-60];BLUEPHARMA;0,55;2,71;4,05;0,06
5323621;ATORVASTATINA BLUEPHARMA 10MGX 56;GH0786 - Atorvastatina | A101 | Oral | 10 mg | [21-60];BLUEPHARMA;0,5;4,61;6,23;0,06
5323647;ATORVASTATINA BLUEPHARMA 20MGX 28;GH0787 - Atorvastatina | A101 | Oral | 20 mg | [21-60];BLUEPHARMA;0,5;4,28;5,85;0,06
5323670;ATORVASTATINA BLUEPHARMA 40MGX 28;GH0788 - Atorvastatina | A101 | Oral | 40 mg | [21-60];BLUEPHARMA;0,5;5,45;8,2;0,06
4888087;AZITROMICINA BLUEPHARMA 500MGX  3;GH0156 - Azitromicina | A101 | Oral | 500 mg | [3];BLUEPHARMA;0,6000000000000001;3,4;4,84;0,06
5410493;BETA-HISTINA BLUEPHARMA 16MGX 60;GH0343 - Beta-histina | A101 | Oral | 16 mg | [21-60];BLUEPHARMA;0,5;3,01;4,39;0,06
5050448;BISOPROLOL BLUEPHARMA 10MG X 60;GH0348 - Bisoprolol | A101 | Oral | 10 mg | [21-60];BLUEPHARMA;0,55;5,79;8,58;0,06
5050414;BISOPROLOL BLUEPHARMA 5MG X 60;GH0345 - Bisoprolol | A101 | Oral | 5 mg | [21-60];BLUEPHARMA;0,55;3,18;4,59;0,06
5673264;BRIMONIDINA BLUEPHARMA 2MG/ML 1 FRASCO DE 5 ML;GH0645 - Brimonidina | A300 | Oftálmica | 2 mg/ml | [1-5];BLUEPHARMA;0,5;4,42;6,01;0,06
5490800;BROMEXINA BLUEPHARMA 0,8MG/MLX 200ML;H01.1.1. - Expectorantes;BLUEPHARMA;0,55;3,5;;
5490818;BROMEXINA BLUEPHARMA 1,6MG/MLX 200ML;H01.1.1. - Expectorantes;BLUEPHARMA;0,55;3,75;;
5368105;CANDESARTAN BLUEPHARMA 16MGX 56;GH0870 - Candesartan | A101 | Oral | 16 mg | [21-60];BLUEPHARMA;0,55;10,95;16,65;0,06
5368147;CANDESARTAN BLUEPHARMA 32MGX 56;GH0871 - Candesartan | A101 | Oral | 32 mg | [21-60];BLUEPHARMA;0,55;14,65;20,86;0,06
5368022;CANDESARTAN BLUEPHARMA 8MGX 28;GH0874 - Candesartan | A101 | Oral | 8 mg | [21-60];BLUEPHARMA;0,55;4,25;5,9;0,06
5384375;CANDESARTAN+HCTZ BLUEPHARMA 16+12,5MGX 56;GH0876 - Candesartan + Hidroclorotiazida | A101 | Oral | 16 mg + 12.5 mg | [21-60];BLUEPHARMA;0,55;9,0;12,96;0,06
5917190;CAPTOPRIL BLUEPHARMA 25MGX 60;GH0031 - Captopril | A101 | Oral | 25 mg | [21-60];BLUEPHARMA;0,55;3,58;5,05;0,06
5917299;CAPTOPRIL BLUEPHARMA 50MGX 60;GH0034 - Captopril | A101 | Oral | 50 mg | [21-60];BLUEPHARMA;0,55;4,31;5,88;0,06
5592746;CELECOXIB BLUEPHARMA 200MG X 20;GH1019 - Celecoxib | A101 | Oral | 200 mg | [1-20];BLUEPHARMA;0,45;2,09;3,34;0,06
5592738;CELECOXIB BLUEPHARMA 200MG X 60;GH1020 - Celecoxib | A101 | Oral | 200 mg | [21-60];BLUEPHARMA;0,45;6,82;9,76;0,06
4256798;CETIRIZINA BLUEPHARMA 10MGX 20;H01.3.3. - Anti Alérgicos Respiratórios;BLUEPHARMA;0,6000000000000001;2,57;;
4483897;CIPROFLOXACINA BLUEPHARMA 250MGX 16;GH0049 - Ciprofloxacina | A101 | Oral | 250 mg | [9-16];BLUEPHARMA;0,6000000000000001;5,72;8,5;0,06
4484192;CIPROFLOXACINA BLUEPHARMA 500MGX 16;GH0052 - Ciprofloxacina | A101 | Oral | 500 mg | [9-16];BLUEPHARMA;0,6000000000000001;7,18;10,87;0,06
4484291;CIPROFLOXACINA BLUEPHARMA 750MGX 16;GH0053 - Ciprofloxacina | A101 | Oral | 750 mg | [9-16];BLUEPHARMA;0,6000000000000001;10,87;16,55;0,06
5713185;CLARITROMICINA BLUEPHARMA 250MGX 16;GH0170 - Claritromicina | A101 | Oral | 250 mg | [6-16];BLUEPHARMA;0,45;3,56;5,03;0,06
5713284;CLARITROMICINA BLUEPHARMA 500MGX 16;GH0172 - Claritromicina | A101 | Oral | 500 mg | [6-16];BLUEPHARMA;0,45;6,99;9,96;0,06
5572748;CLARITROMICINA BLUEPHARMA LP 500MGX 10;GH0916 - Claritromicina | A102 | Oral | 500 mg | [9-16] unidades;BLUEPHARMA;0,45;5,06;7,75;0,06
5572755;CLARITROMICINA BLUEPHARMA LP 500MGX 6;GH0915 - Claritromicina | A102 | Oral | 500 mg | [1-8];BLUEPHARMA;0,45;3,09;4,49;0,06
5329859;CLOPIDOGREL BLUEPHARMA 75MG X 28;GH0000 - Sem Grupo Homogéneo;BLUEPHARMA;0,5;6,3;9,17;0,06
5566005;CLOTRIMAZOL BLUEPHARMA CREME 10MG/G 20G;H09.1.6. - Antifúngico Pele;BLUEPHARMA;0,6000000000000001;2,53;;
5566047;CLOTRIMAZOL BLUEPHARMA CREME VAGINAL 10MG/G 50G;H06.1.2. - Antifúngico;BLUEPHARMA;0,45;3,35;;
5428628;DESLORATADINA BLUEPHARMA 5MGX 20;GH0844 - Desloratadina | A101 | Oral | 5 mg | [1-20];BLUEPHARMA;0,35;1,22;2,34;0,06
5565031;DICLOFENAC BLUEPHARMA GEL 10MG/G  100GX01;H10.1.1. - Anti-Inflamatórios e Anti-Reumáticos;BLUEPHARMA;0,5;3,3;;
5125836;DONEPEZILO BLUEPHARMA 10MGX 56;GH0726 - Donepezilo | A101 | Oral | 10 mg | [31-60];BLUEPHARMA;0,39999999999999997;8,73;12,65;0,06
5125802;DONEPEZILO BLUEPHARMA 5MGX 56;GH0728 - Donepezilo | A101 | Oral | 5 mg | [31-60];BLUEPHARMA;0,39999999999999997;6,46;9,35;0,06
5666755;DULOXETINA BLUEPHARMA 30MG X 28;GH1038 - Duloxetina | A103 | Oral | 30 mg | [21-60];BLUEPHARMA;0,45;4,55;7,17;0,06
5666730;DULOXETINA BLUEPHARMA 60 MG X 28;GH1039 - Duloxetina | A103 | Oral | 60 mg | [21-60];BLUEPHARMA;0,45;5,43;8,17;0,06
5689336;DUTASTERIDA BLUEPHARMA 0,5 MG X 60;GH1103 - Dutasterida | A101 | Oral | 0.5 mg | [21-60] unidades;BLUEPHARMA;0,5;11,46;17,23;0,06
5782834;DUTASTERIDA+TANSOLUSINA BLUEPHARMA 0,5MG + 0,4MG X 30;GH1177 - Dutasterida + Tansulosina | A101 | Oral | 0.5 mg + 0.4 mg | [21-60] unidades;BLUEPHARMA;0,55;8,05;11,87;0,06
5917380;ENALAPRIL BLUEPHARMA 20MGX 60;GH0067 - Enalapril | A101 | Oral | 20 mg | [21-60];BLUEPHARMA;0,5;5,86;8,67;0,06
5152186;ENALAPRIL BLUEPHARMA 5MGX 60;GH0071 - Enalapril | A101 | Oral | 5 mg | [21-60];BLUEPHARMA;0,5;2,54;3,85;0,06
5716782;ENALAPRIL+HCTZ BLUEPHARMA 20MG+12,5MGX 60;GH0063 - Enalapril + Hidroclorotiazida | A101 | Oral | 20 mg + 12.5 mg | [21-60];BLUEPHARMA;0,5;6,29;9,16;0,06
5391438;EPLERENONA BLUEPHARMA 25MG X 30;GH0000 - Sem Grupo Homogéneo;BLUEPHARMA;0,55;13,19;19,2;0,06
5391453;EPLERENONA BLUEPHARMA 50MG X 30;GH0000 - Sem Grupo Homogéneo;BLUEPHARMA;0,35;13,56;19,62;0,06
5306568;ESCITALOPRAM BLUEPHARMA 10MGX 56;GH0853 - Escitalopram | A101 | Oral | 10 mg | [21-60];BLUEPHARMA;0,5;4,99;6,67;0,06
5306741;ESCITALOPRAM BLUEPHARMA 20MGX 56;GH0854 - Escitalopram | A101 | Oral | 20 mg | [21-60];BLUEPHARMA;0,5;9,11;13,08;0,06
5723937;ESOMEPRAZOL BLUEPHARMA 20MG X 56;GH0817 - Esomeprazol | A103 | Oral | 20 mg | [21-60];BLUEPHARMA;0,39999999999999997;6,95;9,92;0,06
5724166;ESOMEPRAZOL BLUEPHARMA 40MG X 56;GH0818 - Esomeprazol | A103 | Oral | 40 mg | [21-60];BLUEPHARMA;0,39999999999999997;10,86;16,54;0,06
5693841;ETORICOXIB BLUEPHARMA 120MG X 7;GH1107 - Etoricoxib | A101 | Oral | 120 mg | [1-8] unidades;BLUEPHARMA;0,45;3,71;5,2;0,06
5693775;ETORICOXIB BLUEPHARMA 60MG X 20;GH1105 - Etoricoxib | A101 | Oral | 60 mg | [1-28] unidades;BLUEPHARMA;0,45;4,31;5,88;0,06
5693833;ETORICOXIB BLUEPHARMA 90MG X 20;GH1106 - Etoricoxib | A101 | Oral | 90 mg | [1-28] unidades;BLUEPHARMA;0,45;5,5;8,25;0,06
5713714;EZETIMIBA BLUEPHARMA 10MG X 28;GH1125 - Ezetimiba | A101 | Oral | 10 mg | [21-60] unidades;BLUEPHARMA;0,6000000000000001;10,83;16,51;0,06
5747704;FEBUXOSTATE BLUEPHARMA 80 MG X 28;GH1151 - Febuxostate | A101 | Oral | 80 mg | [21-60] unidades;BLUEPHARMA;0,6000000000000001;11,32;17,07;0,06
5369590;FINASTERIDA BLUEPHARMA 5MGX 56;GH0379 - Finasterida | A101 | Oral | 5 mg | [21-60];BLUEPHARMA;0,39999999999999997;7,09;10,77;0,06
4428181;FLUOXETINA BLUEPHARMA 20MGX 60;GH0075 - Fluoxetina | A101 | Oral | 20 mg | [21-60];BLUEPHARMA;0,55;5,0;6,68;0,06
5127808;FLUVASTATINA BLUEPHARMA 20MG X 28;GH0696 - Fluvastatina | A101 | Oral | 20 mg | [21-60];BLUEPHARMA;0,39999999999999997;3,54;5,0;0,06
5127840;FLUVASTATINA BLUEPHARMA 40MG X 56;GH0698 - Fluvastatina | A101 | Oral | 40 mg | [21-60];BLUEPHARMA;0,39999999999999997;9,73;15,26;0,06
5310826;FLUVASTATINA BLUEPHARMA LP 80MG X 56;GH0699 - Fluvastatina | A102 | Oral | 80 mg | [21-60];BLUEPHARMA;0,39999999999999997;8,82;12,75;0,06
4392080;GLICLAZIDA BLUEPHARMA 80MGX 60;GH0194 - Gliclazida | A101 | Oral | 80 mg | [21-60];BLUEPHARMA;0,5;3,15;4,55;0,06
5291315;GLUCOSAMINA BLUEPHARMA 1500MGX 60;H10.2.1. - Prevenção e/ou alívio de dores articulares;BLUEPHARMA;0,45;9,16;;
5550736;HIDROCORTISONA BLUEPHARMA CREME 10MG/G;H09.1.11. - Dermatite Atópica;BLUEPHARMA;0,55;2,95;;
5087218;IBUPROFENO BLUEPHARMA 400MG X 20;H02.1.1. - Analgésicos e Antipiréticos;BLUEPHARMA;0,5;1,1;;
5087242;IBUPROFENO BLUEPHARMA 600MG X 20;GH0090 - Ibuprofeno | A101 | Oral | 600 mg | [1-20];BLUEPHARMA;0,5;1,51;2,67;0,06
5087259;IBUPROFENO BLUEPHARMA 600MG X 60;GH0091 - Ibuprofeno | A101 | Oral | 600 mg | [21-60];BLUEPHARMA;0,39999999999999997;3,38;4,82;0,06
5126339;INDAPAMIDA BLUEPHARMA LP 1,5MGX 28;GH0515 - Indapamida | A102 | Oral | 1.5 mg | [21-60];BLUEPHARMA;0,5;2,93;4,3;0,06
5375076;IRBESARTAN BLUEPHARMA 150MGX 28;GH0674 - Irbesartan | A101 | Oral | 150 mg | [21-60];BLUEPHARMA;0,45;5,0;6,68;0,06
5375159;IRBESARTAN BLUEPHARMA 300MGX 28;GH0675 - Irbesartan | A101 | Oral | 300 mg | [21-60];BLUEPHARMA;0,45;6,46;9,35;0,06
5375019;IRBESARTAN BLUEPHARMA 75MGX 28;GH0684 - Irbesartan | A101 | Oral | 75 mg | [21-60];BLUEPHARMA;0,45;3,34;4,77;0,06
5469309;IRBESARTAN HCTZ BLUEPHARMA 150+12,5MG X 28;GH0856 - Irbesartan + Hidroclorotiazida | A101 | Oral | 150 mg + 12.5 mg | [21-60];BLUEPHARMA;0,35;3,38;4,82;0,06
5469325;IRBESARTAN HCTZ BLUEPHARMA 300+12,5MG X 28;GH0858 - Irbesartan + Hidroclorotiazida | A101 | Oral | 300 mg + 12.5 mg | [21-60];BLUEPHARMA;0,35;4,51;6,11;0,06
5692652;IVABRADINA BLUEPHARMA 5 MG X 56;GH1118 - Ivabradina | A101 | Oral | 5 mg | [21-60] unidades;BLUEPHARMA;0,45;10,34;15,95;0,06
5692702;IVABRADINA BLUEPHARMA 7,5 MG X 56;GH1119 - Ivabradina | A101 | Oral | 7.5 mg | [21-60] unidades;BLUEPHARMA;0,45;10,47;16,1;0,06
5187117;LANSOPRAZOL BLUEPHARMA 15MGX 56;GH0430 - Lansoprazol | A103 | Oral | 15 mg | [21-60];BLUEPHARMA;0,55;4,58;6,2;0,06
5187141;LANSOPRAZOL BLUEPHARMA 30MGX 56;GH0397 - Lansoprazol | A103 | Oral | 30 mg | [21-60];BLUEPHARMA;0,55;6,46;9,35;0,06
5438544;LEVETIRACETAM BLUEPHARMA 1000MGX 60;GH0826 - Levetiracetam | A101 | Oral | 1000 mg | [21-60];BLUEPHARMA;0,45;20,74;31,47;0,06
5426911;LEVETIRACETAM BLUEPHARMA 100MG/ML 300MLX 1;GH0827 - Levetiracetam | A112 | Oral | 100 mg/ml | > 199;BLUEPHARMA;0,39999999999999997;14,25;20,41;0,06
5438437;LEVETIRACETAM BLUEPHARMA 250MGX 60;GH0824 - Levetiracetam | A101 | Oral | 250 mg | [21-60];BLUEPHARMA;0,45;8,29;12,14;0,06
5438460;LEVETIRACETAM BLUEPHARMA 500MGX 60;GH0825 - Levetiracetam | A101 | Oral | 500 mg | [21-60];BLUEPHARMA;0,45;13,66;19,73;0,06
5326434;LEVOFLOXACINA BLUEPHARMA 250MG X 10;GH0481 - Levofloxacina | A101 | Oral | 250 mg | [6-16];BLUEPHARMA;0,35;3,96;5,48;0,06
5326426;LEVOFLOXACINA BLUEPHARMA 250MG X 7;GH0481 - Levofloxacina | A101 | Oral | 250 mg | [6-16];BLUEPHARMA;0,35;2,77;4,12;0,06
5326459;LEVOFLOXACINA BLUEPHARMA 500MG X 10;GH0482 - Levofloxacina | A101 | Oral | 500 mg | [6-16];BLUEPHARMA;0,35;4,52;6,13;0,06
5326442;LEVOFLOXACINA BLUEPHARMA 500MG X 7;GH0482 - Levofloxacina | A101 | Oral | 500 mg | [6-16];BLUEPHARMA;0,35;3,2;4,61;0,06
5368295;LISINOPRIL BLUEPHARMA 20MGX 56;GH0094 - Lisinopril | A101 | Oral | 20 mg | [21-60];BLUEPHARMA;0,55;5,45;8,19;0,06
5368196;LISINOPRIL BLUEPHARMA 5MGX 56;GH0098 - Lisinopril | A101 | Oral | 5 mg | [21-60];BLUEPHARMA;0,55;3,53;4,99;0,06
4846689;LISINOPRIL+HCTZ BLUEPHARMA 20MG+12,5MGX 60;GH0204 - Lisinopril + Hidroclorotiazida | A101 | Oral | 20 mg + 12.5 mg | [21-60];BLUEPHARMA;0,55;7,29;11,0;0,06
5164611;LOSARTAN BLUEPHARMA 100MGX 60;GH0520 - Losartan | A101 | Oral | 100 mg | [21-60];BLUEPHARMA;0,55;7,94;11,74;0,06
5164579;LOSARTAN BLUEPHARMA 50MGX 60;GH0517 - Losartan | A101 | Oral | 50 mg | [21-60];BLUEPHARMA;0,55;5,28;8,0;0,06
5189824;LOSARTAN+HCTZ BLUEPHARMA 100MG+25MGX 30;GH0676 - Losartan + Hidroclorotiazida | A101 | Oral | 100 mg + 25 mg | [21-60];BLUEPHARMA;0,55;5,01;7,69;0,06
5189766;LOSARTAN+HCTZ BLUEPHARMA 50MG+12,5MGX 60;GH0487 - Losartan + Hidroclorotiazida | A101 | Oral | 50 mg + 12.5 mg | [21-60];BLUEPHARMA;0,55;6,49;9,39;0,06
5106042;MELOXICAM BLUEPHARMA 15MGX 60;GH0410 - Meloxicam | A101 | Oral | 15 mg | [21-60];BLUEPHARMA;0,45;4,92;6,58;0,06
5105978;MELOXICAM BLUEPHARMA 7,5MGX 60;GH0407 - Meloxicam | A101 | Oral | 7.5 mg | [21-60];BLUEPHARMA;0,45;3,9;5,42;0,06
5573019;MEMANTINA BLUEPHARMA 10MG X 56;GH0924 - Memantina | A101 | Oral | 10 mg | [31-60];BLUEPHARMA;0,5;9,99;14,09;0,06
5573357;MEMANTINA BLUEPHARMA 20MG X 28;GH0925 - Memantina | A101 | Oral | 20 mg | [1-30];BLUEPHARMA;0,5;9,99;14,09;0,06
5988084;MIRTAZAPINA BLUEPHARMA 15 MG X 60;GH0415 - Mirtazapina | A101 | Oral | 15 mg | [21-60];BLUEPHARMA;0,5;6,57;9,48;0,06
5988381;MIRTAZAPINA BLUEPHARMA 30 MG X 60;GH0417 - Mirtazapina | A101 | Oral | 30 mg | [21-60];BLUEPHARMA;0,5;11,63;17,42;0,06
5268347;MONTELUCASTE BLUEPHARMA CP. 10MG X 28;GH0888 - Montelucaste | A101 | Oral | 10 mg | [21-60];BLUEPHARMA;0,35;4,13;5,68;0,06
5258900;MONTELUCASTE BLUEPHARMA CP. MAST. 4MG X 28;GH0890 - Montelucaste | A106 | Oral | 4 mg | [21-60];BLUEPHARMA;0,35;4,99;6,67;0,06
5258934;MONTELUCASTE BLUEPHARMA CP. MAST. 5MG X 28;GH0892 - Montelucaste | A106 | Oral | 5 mg | [21-60];BLUEPHARMA;0,35;4,73;6,37;0,06
5647342;MOXIFLOXACINA BLUEPHARMA 400MGX 5;GH1004 - Moxifloxacina | A101 | Oral | 400 mg | [5];BLUEPHARMA;0,45;5,72;8,51;0,06
5647359;MOXIFLOXACINA BLUEPHARMA 400MGX 7;GH1005 - Moxifloxacina | A101 | Oral | 400 mg | [7];BLUEPHARMA;0,45;7,11;10,79;0,06
5585286;NIMESULIDA BLUEPHARMA 100MGX 20;GH0382 - Nimesulida | A101 | Oral | 100 mg | [1-20];BLUEPHARMA;0,6000000000000001;2,53;3,84;0,06
5216973;OLANZAPINA BLUEPHARMA (OD) 10MGX 28;GH0862 - Olanzapina | A106 | Oral | 10 mg | [21-60];BLUEPHARMA;0,45;17,84;24,49;0,06
5216957;OLANZAPINA BLUEPHARMA (OD) 5MGX 28;GH0861 - Olanzapina | A106 | Oral | 5 mg | [21-60];BLUEPHARMA;0,45;10,0;14,1;0,06
4428488;OMEPRAZOL BLUEPHARMA 20MGX 14;GH0119 - Omeprazol | A103 | Oral | 20 mg | [1-20];BLUEPHARMA;0,6000000000000001;4,44;6,03;0,06
4877981;OMEPRAZOL BLUEPHARMA 20MGX 56;GH0120 - Omeprazol | A103 | Oral | 20 mg | [21-60];BLUEPHARMA;0,55;5,0;6,68;0,06
5171756;PANTOPRAZOL BLUEPHARMA 20MGX 56;GH0619 - Pantoprazol | A103 | Oral | 20 mg | [21-60];BLUEPHARMA;0,45;5,0;6,68;0,06
5171830;PANTOPRAZOL BLUEPHARMA 40MGX 56;GH0621 - Pantoprazol | A103 | Oral | 40 mg | [21-60];BLUEPHARMA;0,45;6,68;9,6;0,06
